98,1,5,6,5,5
98,0,5,5,5,5
1,1,6,6,6,2
1,0,6,6,6,2
2,1,3,2,2,2
2,0,2,2,2,2
3,1,5,5,5,5
3,0,5,5,5,5
4,1,3,4,4,4
4,0,4,4,4,4
5,1,3,3,3,1
5,0,3,3,3,1
6,1,2,4,2,4
6,0,2,4,2,4
7,1,6,4,3,3
7,0,3,4,3,3
8,1,5,5,5,5
8,0,5,5,5,5
9,1,6,6,6,4
9,0,6,6,6,4
10,1,6,6,6,1
10,0,6,6,6,1
11,1,2,2,4,6
11,0,4,4,4,6
12,1,5,1,5,5
12,0,5,1,5,5
13,1,5,5,5,2
13,0,5,5,5,2
14,1,1,6,2,6
14,0,1,6,2,6
15,1,2,3,5,2
15,0,3,3,3,2
16,1,6,6,6,2
16,0,6,6,6,2
17,1,2,5,4,3
17,0,2,5,4,3
18,1,3,3,3,3
18,0,3,3,3,3
19,1,3,3,2,2
19,0,2,2,2,2
20,1,5,5,5,4
20,0,5,5,5,4
